Descripcio_causa_mediata,Numero_expedient
No hi ha causa mediata,2016S000403    
No hi ha causa mediata,2016S001354    
No hi ha causa mediata,2016S009348    
No hi ha causa mediata,2016S001872    
No hi ha causa mediata,2016S000040    
No hi ha causa mediata,2016S004823    
No hi ha causa mediata,2016S007872    
No hi ha causa mediata,2016S000683    
No hi ha causa mediata,2016S010009    
No hi ha causa mediata,2016S001689    
No hi ha causa mediata,2016S000265    
No hi ha causa mediata,2016S005561    
No hi ha causa mediata,2016S007049    
No hi ha causa mediata,2016S006296    
No hi ha causa mediata,2016S006525    
No hi ha causa mediata,2016S004762    
No hi ha causa mediata,2016S009153    
No hi ha causa mediata,2016S007841    
No hi ha causa mediata,2016S007008    
No hi ha causa mediata,2016S000139    
No hi ha causa mediata,2016S004459    
No hi ha causa mediata,2016S004529    
No hi ha causa mediata,2016S003893    
No hi ha causa mediata,2016S001309    
No hi ha causa mediata,2016S006124    
No hi ha causa mediata,2016S002078    
No hi ha causa mediata,2016S005288    
No hi ha causa mediata,2016S008883    
No hi ha causa mediata,2016S001405    
No hi ha causa mediata,2016S001955    
No hi ha causa mediata,2016S007745    
No hi ha causa mediata,2016S000195    
No hi ha causa mediata,2016S003535    
No hi ha causa mediata,2016S009048    
No hi ha causa mediata,2016S000099    
No hi ha causa mediata,2016S003462    
No hi ha causa mediata,2016S006915    
No hi ha causa mediata,2016S003737    
No hi ha causa mediata,2016S009911    
No hi ha causa mediata,2016S009246    
No hi ha causa mediata,2016S007177    
No hi ha causa mediata,2016S008728    
No hi ha causa mediata,2016S007550    
No hi ha causa mediata,2016S000764    
No hi ha causa mediata,2016S001417    
No hi ha causa mediata,2016S004341    
No hi ha causa mediata,2016S008606    
No hi ha causa mediata,2016S003251    
No hi ha causa mediata,2016S009812    
No hi ha causa mediata,2016S008634    
No hi ha causa mediata,2016S004288    
No hi ha causa mediata,2016S007361    
No hi ha causa mediata,2016S002832    
No hi ha causa mediata,2016S001736    
No hi ha causa mediata,2016S005977    
No hi ha causa mediata,2016S002005    
No hi ha causa mediata,2016S008479    
No hi ha causa mediata,2016S001980    
No hi ha causa mediata,2016S000700    
No hi ha causa mediata,2016S008801    
No hi ha causa mediata,2016S006691    
No hi ha causa mediata,2016S008435    
No hi ha causa mediata,2016S006318    
No hi ha causa mediata,2016S004979    
No hi ha causa mediata,2016S007594    
No hi ha causa mediata,2016S006286    
No hi ha causa mediata,2016S001467    
Alcoholèmia,2016S007302    
No hi ha causa mediata,2016S000058    
No hi ha causa mediata,2016S008727    
No hi ha causa mediata,2016S008072    
No hi ha causa mediata,2016S005470    
No hi ha causa mediata,2016S002060    
No hi ha causa mediata,2016S003901    
No hi ha causa mediata,2016S001192    
Alcoholèmia,2016S005790    
Alcoholèmia,2016S002691    
No hi ha causa mediata,2016S003589    
No hi ha causa mediata,2016S002234    
No hi ha causa mediata,2016S000857    
No hi ha causa mediata,2016S003657    
No hi ha causa mediata,2016S010051    
No hi ha causa mediata,2016S005152    
No hi ha causa mediata,2016S008144    
No hi ha causa mediata,2016S001860    
No hi ha causa mediata,2016S010106    
No hi ha causa mediata,2016S007693    
No hi ha causa mediata,2016S007262    
No hi ha causa mediata,2016S007718    
No hi ha causa mediata,2016S005333    
No hi ha causa mediata,2016S006483    
No hi ha causa mediata,2016S006025    
No hi ha causa mediata,2016S006684    
No hi ha causa mediata,2016S007619    
No hi ha causa mediata,2016S005070    
No hi ha causa mediata,2016S000584    
No hi ha causa mediata,2016S005364    
No hi ha causa mediata,2016S006306    
No hi ha causa mediata,2016S001357    
No hi ha causa mediata,2016S005772    
No hi ha causa mediata,2016S009426    
No hi ha causa mediata,2016S002742    
No hi ha causa mediata,2016S009997    
No hi ha causa mediata,2016S005427    
No hi ha causa mediata,2016S007249    
No hi ha causa mediata,2016S000437    
No hi ha causa mediata,2016S000817    
No hi ha causa mediata,2016S003780    
No hi ha causa mediata,2016S002366    
No hi ha causa mediata,2016S006087    
No hi ha causa mediata,2016S006251    
No hi ha causa mediata,2016S002281    
No hi ha causa mediata,2016S003363    
No hi ha causa mediata,2016S010001    
No hi ha causa mediata,2016S009989    
No hi ha causa mediata,2016S006699    
No hi ha causa mediata,2016S007064    
Excés de velocitat o inadequada,2016S009339    
No hi ha causa mediata,2016S004957    
No hi ha causa mediata,2016S003164    
No hi ha causa mediata,2016S010145    
No hi ha causa mediata,2016S001002    
No hi ha causa mediata,2016S006673    
No hi ha causa mediata,2016S003323    
No hi ha causa mediata,2016S001233    
No hi ha causa mediata,2016S006222    
No hi ha causa mediata,2016S002379    
No hi ha causa mediata,2016S007590    
No hi ha causa mediata,2016S004383    
No hi ha causa mediata,2016S000322    
No hi ha causa mediata,2016S008567    
No hi ha causa mediata,2016S008526    
No hi ha causa mediata,2016S002113    
Alcoholèmia,2016S002106    
No hi ha causa mediata,2016S009322    
No hi ha causa mediata,2016S002445    
No hi ha causa mediata,2016S002147    
No hi ha causa mediata,2016S002552    
No hi ha causa mediata,2016S001660    
No hi ha causa mediata,2016S001106    
No hi ha causa mediata,2016S008194    
No hi ha causa mediata,2016S002046    
No hi ha causa mediata,2016S001802    
No hi ha causa mediata,2016S009477    
No hi ha causa mediata,2016S008808    
No hi ha causa mediata,2016S009630    
No hi ha causa mediata,2016S009201    
No hi ha causa mediata,2016S009724    
No hi ha causa mediata,2016S007991    
No hi ha causa mediata,2016S000522    
No hi ha causa mediata,2016S003341    
No hi ha causa mediata,2016S000722    
No hi ha causa mediata,2016S004129    
No hi ha causa mediata,2016S006263    
No hi ha causa mediata,2016S005529    
No hi ha causa mediata,2016S006442    
No hi ha causa mediata,2016S002553    
No hi ha causa mediata,2016S000478    
No hi ha causa mediata,2016S002599    
No hi ha causa mediata,2016S000533    
No hi ha causa mediata,2016S001360    
No hi ha causa mediata,2016S003318    
No hi ha causa mediata,2016S003922    
No hi ha causa mediata,2016S005432    
No hi ha causa mediata,2016S009515    
No hi ha causa mediata,2016S006205    
No hi ha causa mediata,2016S001688    
No hi ha causa mediata,2016S010122    
No hi ha causa mediata,2016S009327    
No hi ha causa mediata,2016S002823    
No hi ha causa mediata,2016S005646    
No hi ha causa mediata,2016S000956    
No hi ha causa mediata,2016S001710    
No hi ha causa mediata,2016S007555    
No hi ha causa mediata,2016S004237    
No hi ha causa mediata,2016S004854    
No hi ha causa mediata,2016S009903    
No hi ha causa mediata,2016S004821    
No hi ha causa mediata,2016S005413    
No hi ha causa mediata,2016S001850    
No hi ha causa mediata,2016S008721    
No hi ha causa mediata,2016S001963    
No hi ha causa mediata,2016S008647    
No hi ha causa mediata,2016S000758    
No hi ha causa mediata,2016S007254    
No hi ha causa mediata,2016S002916    
No hi ha causa mediata,2016S003329    
No hi ha causa mediata,2016S000514    
No hi ha causa mediata,2016S002299    
No hi ha causa mediata,2016S005039    
No hi ha causa mediata,2016S005566    
No hi ha causa mediata,2016S001669    
No hi ha causa mediata,2016S005588    
No hi ha causa mediata,2016S002612    
No hi ha causa mediata,2016S004611    
No hi ha causa mediata,2016S009990    
No hi ha causa mediata,2016S003704    
No hi ha causa mediata,2016S005491    
No hi ha causa mediata,2016S004274    
No hi ha causa mediata,2016S006892    
No hi ha causa mediata,2016S009863    
No hi ha causa mediata,2016S000280    
Alcoholèmia,2016S005177    
No hi ha causa mediata,2016S001214    
No hi ha causa mediata,2016S004225    
No hi ha causa mediata,2016S000026    
No hi ha causa mediata,2016S004586    
No hi ha causa mediata,2016S008584    
No hi ha causa mediata,2016S004893    
No hi ha causa mediata,2016S005090    
No hi ha causa mediata,2016S006450    
No hi ha causa mediata,2016S000881    
No hi ha causa mediata,2016S003442    
No hi ha causa mediata,2016S003644    
No hi ha causa mediata,2016S009897    
No hi ha causa mediata,2016S008501    
No hi ha causa mediata,2016S003705    
No hi ha causa mediata,2016S005710    
No hi ha causa mediata,2016S000349    
No hi ha causa mediata,2016S000609    
No hi ha causa mediata,2016S009146    
No hi ha causa mediata,2016S008093    
No hi ha causa mediata,2016S003014    
No hi ha causa mediata,2016S002702    
No hi ha causa mediata,2016S004594    
No hi ha causa mediata,2016S005712    
No hi ha causa mediata,2016S009841    
No hi ha causa mediata,2016S000519    
No hi ha causa mediata,2016S000767    
No hi ha causa mediata,2016S007074    
No hi ha causa mediata,2016S004343    
Alcoholèmia,2016S006472    
No hi ha causa mediata,2016S003205    
No hi ha causa mediata,2016S006758    
No hi ha causa mediata,2016S010072    
No hi ha causa mediata,2016S000883    
No hi ha causa mediata,2016S008820    
No hi ha causa mediata,2016S009273    
No hi ha causa mediata,2016S000157    
No hi ha causa mediata,2016S009928    
No hi ha causa mediata,2016S003274    
No hi ha causa mediata,2016S009598    
No hi ha causa mediata,2016S005381    
No hi ha causa mediata,2016S010130    
No hi ha causa mediata,2016S000245    
No hi ha causa mediata,2016S001016    
No hi ha causa mediata,2016S002311    
No hi ha causa mediata,2016S002456    
No hi ha causa mediata,2016S007957    
No hi ha causa mediata,2016S003578    
No hi ha causa mediata,2016S003927    
No hi ha causa mediata,2016S009794    
No hi ha causa mediata,2016S003897    
No hi ha causa mediata,2016S005625    
No hi ha causa mediata,2016S004686    
No hi ha causa mediata,2016S000959    
No hi ha causa mediata,2016S008694    
No hi ha causa mediata,2016S008684    
No hi ha causa mediata,2016S000354    
No hi ha causa mediata,2016S008550    
No hi ha causa mediata,2016S004414    
No hi ha causa mediata,2016S000236    
No hi ha causa mediata,2016S009519    
No hi ha causa mediata,2016S003860    
No hi ha causa mediata,2016S003876    
No hi ha causa mediata,2016S006505    
No hi ha causa mediata,2016S007704    
No hi ha causa mediata,2016S005173    
No hi ha causa mediata,2016S000463    
No hi ha causa mediata,2016S006359    
No hi ha causa mediata,2016S002603    
Alcoholèmia,2016S002347    
No hi ha causa mediata,2016S003560    
No hi ha causa mediata,2016S001322    
No hi ha causa mediata,2016S001748    
No hi ha causa mediata,2016S002692    
No hi ha causa mediata,2016S005067    
No hi ha causa mediata,2016S001384    
No hi ha causa mediata,2016S004499    
No hi ha causa mediata,2016S004604    
No hi ha causa mediata,2016S006280    
No hi ha causa mediata,2016S004213    
No hi ha causa mediata,2016S002971    
No hi ha causa mediata,2016S008016    
No hi ha causa mediata,2016S009371    
No hi ha causa mediata,2016S005114    
Excés de velocitat o inadequada,2016S007608    
No hi ha causa mediata,2016S008174    
Excés de velocitat o inadequada,2016S005885    
Alcoholèmia,2016S005885    
No hi ha causa mediata,2016S009462    
No hi ha causa mediata,2016S008120    
No hi ha causa mediata,2016S006924    
No hi ha causa mediata,2016S008551    
No hi ha causa mediata,2016S009219    
No hi ha causa mediata,2016S004309    
No hi ha causa mediata,2016S005626    
No hi ha causa mediata,2016S007870    
No hi ha causa mediata,2016S008927    
No hi ha causa mediata,2016S006349    
No hi ha causa mediata,2016S001483    
No hi ha causa mediata,2016S004138    
No hi ha causa mediata,2016S000352    
No hi ha causa mediata,2016S007700    
No hi ha causa mediata,2016S000377    
No hi ha causa mediata,2016S001288    
No hi ha causa mediata,2016S001734    
Alcoholèmia,2016S008626    
No hi ha causa mediata,2016S003937    
No hi ha causa mediata,2016S002236    
No hi ha causa mediata,2016S000094    
No hi ha causa mediata,2016S003287    
No hi ha causa mediata,2016S009185    
No hi ha causa mediata,2016S009706    
No hi ha causa mediata,2016S003072    
No hi ha causa mediata,2016S001647    
No hi ha causa mediata,2016S006820    
No hi ha causa mediata,2016S001507    
No hi ha causa mediata,2016S003114    
No hi ha causa mediata,2016S003725    
No hi ha causa mediata,2016S008021    
No hi ha causa mediata,2016S004128    
No hi ha causa mediata,2016S008370    
No hi ha causa mediata,2016S008302    
No hi ha causa mediata,2016S006771    
No hi ha causa mediata,2016S003631    
No hi ha causa mediata,2016S002457    
No hi ha causa mediata,2016S000644    
Calçada en mal estat,2016S000614    
No hi ha causa mediata,2016S002008    
No hi ha causa mediata,2016S006451    
No hi ha causa mediata,2016S002828    
No hi ha causa mediata,2016S006428    
No hi ha causa mediata,2016S005472    
No hi ha causa mediata,2016S003939    
No hi ha causa mediata,2016S009430    
No hi ha causa mediata,2016S007216    
No hi ha causa mediata,2016S008221    
No hi ha causa mediata,2016S001289    
No hi ha causa mediata,2016S005299    
No hi ha causa mediata,2016S010124    
No hi ha causa mediata,2016S004068    
No hi ha causa mediata,2016S005548    
Alcoholèmia,2016S009500    
Alcoholèmia,2016S010092    
No hi ha causa mediata,2016S005082    
No hi ha causa mediata,2016S002100    
No hi ha causa mediata,2016S001794    
No hi ha causa mediata,2016S008814    
No hi ha causa mediata,2016S002467    
No hi ha causa mediata,2016S004367    
No hi ha causa mediata,2016S005993    
No hi ha causa mediata,2016S007728    
No hi ha causa mediata,2016S009423    
